How satisfied were you with the following session/activity: The 'Student to Student Session' (Parts 1-4 with your Orientation Leader and Group),How satisfied were you with the following session/activity: The 'Highlander Orientation Welcome and Kickoff',How satisfied were you with the following session/activity: Maintaining Your Wellness as a College Student (CAPS),How satisfied were you with the following session/activity: Financial Aid and Student Business Services,How satisfied were you with the following session/activity: Getting Involved and Hazing Prevention Education,How satisfied were you with the following session/activity: The 'Involvement Fair',How satisfied were you with the following session/activity: Introduction to the College,How satisfied were you with the following session/activity: CARE/Office of Civil Rights,How satisfied were you with the following session/activity: 'Building Our Common Ground' Activity and Discussion,How satisfied were you with the following session/activity: 'Camp Scotty' Evening in the HUB,How satisfied were you with the following session/activity: 'Highlander Happenings' in Pentland,How satisfied were you with the following session/activity: R'Web,How satisfied were you with the following session/activity: Academic Advising with my Major/Department,How satisfied were you with the following session/activity: Registering for Classes,"How satisfied were you with the following session/activity: 'Academic Preparation: You are Registered, Now How to Succeed!'",How satisfied were you with the following session/activity: Closing Session
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,4.0,5.0
4.0,5.0,5.0,4.0,4.0,4.0,5.0,,5.0,,5.0,5.0,,,4.0,
4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,,5.0,5.0,2.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,4.0,5.0,5.0
1.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0
4.0,,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,,2.0,4.0,4.0,,4.0
2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0
,,,,,,,,,,,,,,,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,,,2.0,4.0,2.0,5.0,5.0
5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,,,4.0,5.0,5.0,1.0,5.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,2.0,4.0,,5.0,5.0,4.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0
5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0
5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,4.0,5.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
4.0,4.0,2.0,5.0,2.0,,5.0,2.0,4.0,4.0,,5.0,5.0,5.0,2.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0
,,,,,,,,,,,,,,,
4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0
,,,,,,,,,,,,,,,
4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,4.0,5.0,5.0,4.0,4.0
4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,5.0,1.0,4.0,2.0,,
,,,,,,,,,,,,,,,
4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,5.0,4.0
5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,
5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
,,,,,,,,,,,,,,,
5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0
,,,,,,,,,,,,,,,
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,4.0,5.0,5.0,4.0,4.0
5.0,4.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
2.0,,,5.0,5.0,5.0,5.0,2.0,5.0,5.0,,5.0,5.0,2.0,4.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,5.0,,,4.0,4.0,4.0,4.0,5.0
5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0
,,,,,,,,,,,,,,,
4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
,4.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,,5.0,2.0,2.0,4.0,2.0
5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
4.0,,4.0,4.0,4.0,,4.0,4.0,2.0,,,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.0,5.0,,5.0,4.0,5.0,5.0,5.0,,5.0,4.0,2.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,5.0,4.0,5.0,,5.0,5.0,5.0,,,5.0,5.0,5.0,4.0,5.0
,,,,,,,,,,,,,,,
5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,,,4.0,5.0,5.0,4.0,4.0
4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0
4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0
4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,5.0,4.0,5.0,5.0,,4.0,5.0,4.0,,,5.0,5.0,5.0,5.0,5.0
2.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,5.0,2.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
5.0,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,,,5.0,5.0,4.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0
5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
5.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,1.0,5.0,4.0,1.0,4.0
5.0,4.0,5.0,5.0,4.0,,4.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0
5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.0,4.0,,,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,4.0,4.0,4.0,5.0,4.0
4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0
,,,,,,,,,,,,,,,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
5.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0
5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,5.0,4.0,4.0
5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,5.0,5.0,4.0,,,,4.0,,,5.0,4.0,4.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,,4.0,4.0,2.0,4.0,,4.0,4.0,4.0,4.0,4.0
4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
4.0,5.0,2.0,5.0,4.0,,5.0,4.0,2.0,,5.0,,,5.0,,5.0
4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0
,,,,,,,,,,,,,,,
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0
,,,,,,,,,,,,,,,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,4.0,,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,,4.0
,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
,,,,,,,,,,,,,,,
5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0
,,,,,,,,,,,,,,,
2.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,2.0,,,5.0,5.0,5.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0
,,,,,,,,,,,,,,,
5.0,4.0,5.0,5.0,4.0,,,4.0,2.0,,,5.0,5.0,4.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,,4.0,5.0,4.0,4.0,4.0
5.0,4.0,4.0,,4.0,5.0,4.0,5.0,5.0,5.0,,4.0,4.0,5.0,2.0,5.0
4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,,4.0,5.0,5.0,5.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
,4.0,4.0,4.0,,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
,,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,,4.0,,4.0,5.0,4.0,2.0,5.0
5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
,,,,,,,,,,,,,,,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0
,,,,,,,,,,,,,,,
5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,,5.0,,5.0,5.0,5.0,5.0,4.0
5.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,,,4.0,4.0,4.0,5.0,5.0
5.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,,4.0,4.0,4.0,4.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0
,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,,2.0,5.0,5.0,4.0,5.0
4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,1.0,,,4.0,5.0,5.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0
4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0
5.0,,,,5.0,,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,,
5.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,,4.0,5.0,5.0,1.0,2.0
5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
,,,,,,,,,,,,,,,
,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,4.0,,,,,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0
4.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,
5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0
4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0
4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
